name,phone_numbers,officialPhone,email,websites,officialWebsite,facebookLink,address_line1,address_line2,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,facilityTypeId,operatorTypeId,description,specialties,procedure,equipment,capability,distinct_social_media_presence_count,affiliated_staff_presence,custom_logo_presence,engagement_metrics_n_followers,engagement_metrics_n_likes,engagement_metrics_n_engagements,latitude,longitude
Dr Ramesh Sakariya Clinic,"[""+919323242735""]",+919323242735,null,"[""https://www.justdial.com/Mumbai/Dr-Ramesh-Sakariya-Mumbai-Central/022PXX22-XX22-181225223331-Y8G7_BZDET/appointment"",""https://www.mappls.com/place-dr+ramesh+sakariya+clinic-504-vaishali+apartment+b+wing-104-sheth+motisha+road-mustafa+bazar-mazgaon-mumbai-maharashtra-400010-kk9wej@zdata=MTguOTcyMjQ4KzcyLjgzODc5KzE3K2trOXdlaisred""]",null,https://www.facebook.com/122431871634254,"504, Vaishali Apartment B Wing, 104, Sheth Motisha Road","Mustafa Bazar, Mazgaon",Mumbai,Maharashtra,400010.0,India,IN,clinic,null,null,"[""familyMedicine"",""internalMedicine""]",[],[],"[""Offers clinic visits for patients"",""Offers video consultation services"",""Is listed as a general physician in Mumbai Central"",""Online booking available via JustDial""]",null,null,null,null,null,null,18.96060180664060,72.8284988403320
Dr Rana's Health Care Center,"[""+911122042425""]",+911122042425,null,"[""https://www.facebook.com/274395143032787"",""https://www.mapsofindia.com/whitepages/businesses/index/ranahealthcare""]",null,https://www.facebook.com/274395143032787,Krishna Nagar Main Road,Krishna Nagar,Delhi,Delhi,110051.0,India,IN,hospital,null,null,"[""familyMedicine"",""internalMedicine""]",[],[],[],null,null,null,null,null,null,28.65586471557610,77.2817077636718
Dr Rangas Smile Kare,"[""+919952034634""]",+919952034634,rangassmilekare@gmail.com,"[""https://www.facebook.com/rsksmilekare/"",""https://chotu.com/local/dental-clinics-in-selaiyur-chennai-tamil-nadu-india/ct-18419189/""]",null,https://www.facebook.com/187559575047174,"No 4, Vaigai Street","Gurusamy Nagar, Gowriwakkam",Chennai,Tamil Nadu,600073.0,India,IN,clinic,private,"Multi-Speciality dental clinic specializing in dental & invisible braces, root canal treatment","[""familyMedicine"",""endodontics"",""dentistry"",""orthodontics""]",null,null,null,null,null,null,null,null,null,12.91986465454100,80.1616973876953
Dr Ranjan's Diagnostic Realm,"[""+919997857584""]",null,null,"[""https://www.medindia.net/directories/doctors/dr-pankaj-ranjan-radiologist-agra-uttar-pradesh-238640.htm"",""https://www.thecompanycheck.com/org/dr-ranjans-diagnostic-realm/030cd4020b""]",null,https://www.facebook.com/314657809036776,"Al 3,4",Rashmi Palace,Agra,Uttar Pradesh,282004.0,India,IN,clinic,private,"Dr Ranjan's Diagnostic Realm is listed as the address for Dr. Pankaj Ranjan, Radiologist, in Agra, Uttar Pradesh, India.","[""familyMedicine"",""radiology""]",[],[],"[""Proprietary organization"",""Micro enterprise for MSME 2023-24"",""Major activity is Services (human health activities and medical practice activities)""]",9.0,true,true,null,null,null,27.20883560180660,78.0169296264648
Dr Ranjit Kumar Joshi Pediatrics Clinic,"[""+919437195912"",""+918018094488""]",+918018094488,ranjitkumarjoshi@yahoo.com,"[""https://drrkjoshi.in/contact-us/"",""drrkjoshi.in"",""https://www.facebook.com/102184115346236"",""https://drrkjoshi.in/about-dr/"",""https://drrkjoshi.in/""]",drrkjoshi.in,https://www.facebook.com/102184115346236,Acrux Gokul Plazain,Front Of New Kalika Hotel,Bhubaneswar,Odisha,751007.0,India,IN,clinic,private,Dr Ranjit Kumar Joshi Pediatrics Clinic,"[""pediatrics"",""familyMedicine"",""neonatologyPerinatalMedicine""]","[""Offers treatment for Urinary Tract Infection in children"",""Offers treatment for Allergies in children"",""Provides newborn care guidance as part of Care Of Newborn"",""Offers MIS-C treatment (post-COVID syndrome)"",""Offers treatment for Acute Gastroenteritis in children"",""Provides information on Condition Of Less Milk"",""Provides outpatient pediatric treatment for Acute Gastroenteritis"",""Offers Complementary Feeding for babies"",""Provides outpatient pediatric treatment for Allergies"",""Offers treatment for Allergic Rhinitis in children"",""Provides outpatient pediatric treatment for Fever"",""Provides outpatient treatment for Allergic Rhinitis"",""Addresses MIS-C (post-COVID syndrome) in pediatrics"",""Provides care of newborns"",""Provides outpatient pediatric treatment for Cough"",""Offers appointment booking via phone number 8018094488"",""Offers treatment for Cough in children"",""Provides outpatient pediatric treatment for Asthma"",""Provides outpatient pediatric treatment for Urinary Tract Infection in children"",""Offers treatment for Asthma in children"",""Offers treatment for Fever in children"",""Offers guidance on Complementary Feeding for babies""]",[],"[""Clinic hours are Monday to Saturday 6pm to 8pm"",""Pediatric clinic in Bhubaneswar"",""Dr Ranjit Kumar Joshi leads the Department of Pediatrics at Apollo Hospitals, Bhubaneswar"",""Led by Dr Ranjit Kumar Joshi"",""Pediatric Clinic Bomikhal, Bhubaneswar is located at Acrux Gokul Plaza, Bomikhal"",""Phone contact 8018094488"",""Outpatient pediatric clinic"",""Offers mobile appointment booking via Android and iOS apps""]",4.0,true,true,null,null,null,20.28090667724600,85.8551483154296
Dr Ranpise's Superspeciality Dental Clinic,"[""+919619907307""]",null,null,"[""https://www.justdial.com/Navi-Mumbai/Dr-Ranpises-Dental-Clinic-Near-New-Balaji-Sweets-Kamothe-Sector-34/022PXX22-XX22-140125125820-K8H1_BZDET"",""https://www.lybrate.com/navi-mumbai/clinic/dr-ranpise-s-superspeciality-dental-clinic-kamothe""]",null,https://www.facebook.com/101996981715549,"Shop No 16, Sky Avenue",Sector - 34 Kamothe,Kamothe,Maharashtra,410209.0,India,IN,clinic,null,"Our medical care facility offers treatments from the best doctors in the field of Dental Surgeon, Implantologist, Prosthodontist . We like to think that we are an extraordinary practice th...read more","[""dentistry"",""familyMedicine""]",null,null,null,3.0,true,true,null,null,null,19.01873397827140,73.0874786376953
Dr Rao Plastic Surgery Centre,"[""+919818565166""]",null,null,"[""https://www.drraoaesthetics.com/"",""https://www.facebook.com/p/Mrida-Wellness-100093144656597/""]",https://www.drraoaesthetics.com/,https://www.facebook.com/108430531938103,H. No 18,"Friends Colony Near Sector-15, Phase-1",Gurugram,Haryana,122001.0,India,IN,clinic,private,null,"[""plasticSurgery"",""familyMedicine""]",[],[],"[""Led by Dr. Udit Bhanu Rao"",""Operates as a plastic and cosmetic surgery center"",""Located in Gurugram, Haryana, India"",""Offers online booking""]",2.0,true,false,522.0,null,null,28.45586967468260,77.0369262695312
Dr Raos Clinic,"[""+912256337469""]",+912256337469,null,"[""https://www.facebook.com/137130520259824""]",null,https://www.facebook.com/137130520259824,Svp Road,Grant Road East,Mumbai,Maharashtra,400004.0,India,IN,clinic,null,null,"[""familyMedicine""]",[],[],[],1.0,false,false,0.0,0.0,0.0,18.95822525024410,72.8194122314453
Dr Rashid's Dental Care,"[""+919838074435""]",+919838074435,contact@drrashidsdental.com,"[""https://maharajganj.uponline.in/dentists-and-dental-clinics/2847"",""https://www.justdial.com/Gorakhpur/Dr-Rashids-Dental-Care-State-Bnk-Of-India-Gita-Vatika/9999PX551-X551-230113174921-C4Y8_BZDET"",""https://kivihealth.com/clinic/dr.-rashid%27s--dental-care"",""https://www.arrahonline.in/dentists-and-dental-clinics/2847"",""drrashidsdental.com"",""https://www.justdial.com/Gorakhpur/Dental-Clinics-for-Tooth-Reshaping-in-Humayunpur/nct-10156036-att-hos851"",""http://www.drrashidsdental.com/"",""https://drrashidsdental.com/for-patients/"",""https://mirganj.biharonline.in/dentists-and-dental-clinics/2847""]",drrashidsdental.com,https://www.facebook.com/107979285372946,"Near State Bank Of India, Shahpur",P.o. Gita Vatika,Gorakhpur,Uttar Pradesh,273006.0,India,IN,dentist,private,Dr Rashid's Dental Care is governed by a group of highly talented individuals who come with a rich background of education and experience.,"[""familyMedicine"",""cosmeticBonding"",""orthodontics"",""prosthodontics"",""cosmeticDentistry"",""endodontics"",""pediatricDentistry"",""dentistry""]","[""Root Canal Treatment"",""Provides restorative dentistry"",""Broken Teeth Treatment"",""Provides child-friendly preventive dental care"",""Teeth Pain Treatment"",""Preventive Care"",""TMJ Treatment"",""Scaling and Root Planing"",""Dental screening and prophylaxis"",""Dental Crown and Bridges"",""Provides pediatric dentistry services"",""Oral rehabilitation"",""Provides fluoride treatments for kids"",""Root canal therapy (RCT)"",""Conservative dentistry"",""Provides orthodontics"",""Orthognathic surgery"",""Surgery"",""Maxillofacial prosthetics"",""Cosmetic Bonding"",""Dental Implants"",""Dental Cleanings"",""Provides pediatric fillings and restorations"",""TMJ Disorder Treatments"",""Pediatric Dentistry"",""Gum Care"",""Teeth Infection Treatment"",""Minimal invasive dentistry"",""Gum Bleeding Treatment"",""Offers Invisalign clear braces"",""Provides routine dental checkups for children"",""Provides painless root canal treatment"",""Provides dental veneers"",""Dental braces fixing"",""Dental Exams"",""Emergency Dental Care"",""Bridges"",""Crowns"",""Root Canal Therapy"",""Cosmetic Dentistry"",""Offers cosmetic dentistry"",""Offers dental implants"",""Sedation Dentistry"",""Offers crown and bridge"",""Ceramic crowns and bridges fixing"",""Restorative Dentistry""]",[],"[""Pediatric dentistry program"",""CGHS Empanelled Dental Clinics"",""Dental Clinics"",""Teeth Whitening Services"",""Dental clinic offering a range of treatments including root canal therapy, braces, crowns and bridges, dental screening and prophylaxis, and oral rehabilitation"",""Orthodontics services including Invisalign"",""Provides 24/7 dental services"",""Dental Hospitals"",""Has 3 years in healthcare"",""Doctors For Dental Implantation"",""Dental implants program"",""Dr. Rashid Ali is a dentist on staff at Dr. Rashid's Dental Care."",""Outpatient dental services"",""Public Dental Hospitals"",""Dental X Ray Centres"",""Diagnostic Services"",""Dental Services At Home"",""Operates as a dental clinic in Gorakhpur, Uttar Pradesh""]",4.0,true,true,null,null,null,26.77135467529290,83.3843688964843
Dr Rashmi Hospital,"[""+919719162300""]",+919719162300,sg1666@gmail.com,"[""https://www.dnb.com/business-directory/company-profiles.dr_rashmi_hospital.126f02a1a3c9e6a5e5dbdf6b3a87b9c9.html"",""https://www.facebook.com/DrRashmiHospital.mathura/"",""http://www.drrhmtr.in/"",""https://www.justdial.com/Mathura/Dr-Rashmi-Hospital-Near-By-Sayyed-Beside-Dev-Dhaba-In-Front-Of-Nasha-Mukti-Kendra-Lohban/9999PX565-X565-220623014823-B9T9_BZDET"",""https://www.facebook.com/@DrRashmiHospital.mathura/"",""https://www.facebook.com/772874556189289"",""drrhmtr.in""]",drrhmtr.in,https://www.facebook.com/772874556189289,"Near, Dev Dhaba, Sayyad Ke Pass, Laxmi Nagar",Raya Road Mathura,Mathura,Uttar Pradesh,281204.0,India,IN,hospital,null,"The Hospital was established with the goal to serve humanity, treat physical, emotional illness with best possible economic ways by highly qualified professionals. The hospital has emergency facilities, operation, normal delivery, ultrasound, pathology etc","[""radiology"",""gynecologyAndObstetrics"",""internalMedicine"",""geriatricsInternalMedicine"",""emergencyMedicine"",""pathology""]","[""Provides pathology testing"",""Offers ultrasound imaging"",""Performs surgical operations"",""Provides normal delivery (vaginal birth)""]","[""Wheel Chair Accessible In Car Parking"",""Wheel Chair Accessible Entrance And Exit""]","[""Nursing care services"",""Staffed by obstetrician-gynecologist (OBGYN)"",""Industry classification: Health Care and Social Assistance"",""Emergency facilities are available"",""Ultrasound imaging services available"",""Location: Mathura, Uttar Pradesh, India"",""Obstetric and gynecologic services provided"",""Industry classification: Nursing and Residential Care Facilities"",""Pathology laboratory services available"",""Industry classification: Nursing Care Facilities (Skilled Nursing Facilities)""]",1.0,true,false,3000.0,null,null,27.49701881408690,77.6936340332031
Dr Rashmi Prasad Clinic,"[""+919431079154""]",+919431079154,null,"[""https://www.facebook.com/1201461923319013""]",null,https://www.facebook.com/1201461923319013,Danapur Road,null,Patna,Bihar,800011.0,India,IN,clinic,null,Dr Rashmi Prasad Clinic,"[""familyMedicine""]",null,null,null,null,null,null,null,null,null,25.64636993408200,85.0916213989257
Dr Rashmi's Homoeo and Skin Laser Clinic,"[""+919760035177""]",+919760035177,rashmisinghpanwar4@gmail.com,"[""https://www.facebook.com/104616255848114""]",null,https://www.facebook.com/104616255848114,D1duplex Ishaan Imperial Court,Near Rajwada Farm,Roorkee,Uttarakhand,201306.0,India,IN,clinic,private,Homoeo and skin Laser Clinic,"[""familyMedicine"",""dermatology""]",null,null,"[""Operates as a homoeopathy and skin laser clinic""]",2.0,true,null,15.0,9.0,null,28.51535987854000,77.4902343750000
Dr Rastogi Dental Centre,"[""+917505008436""]",+917505008436,drrastogisdentalcentre@gmail.com,"[""https://www.facebook.com/271580926038383"",""https://fayumi.in/viewdoctor/dr-rastogi-dental-centre-rudrapur-dental-clinic-orthodontistperiodontistbest-braces-treatment-69044d8ba9086""]",null,https://www.facebook.com/271580926038383,"Lane, Street Number 1, Near Dr Vishal Ra",Near Dr Vishal Rastogi Hospital,Rudrapur,Uttarakhand,263153.0,India,IN,clinic,private,Dr Rastogi Dental Centre | Rudrapur Dental Clinic | Orthodontist/periodontist/Best Braces Treatment,"[""familyMedicine"",""dentistry"",""periodontics"",""orthodontics""]","[""Offers braces treatment"",""Offers dental aligners"",""Offers dental implants""]",[],[],3.0,true,true,147.0,129.0,null,28.98246955871580,79.3981323242187
Dr Ratan Rathod Heal Thy Heart,"[""09920776858""]",null,null,"[""https://www.navimumbailive.in/business/dr-ratan-rathod-heal-thy-heart-22808"",""http://www.heal-thy-heart.com/""]",http://www.heal-thy-heart.com/,null,Maratha Bhavan Rd,Sector 15,Navi Mumbai,Maharashtra,400705.0,India,IN,clinic,null,"Dr. Ratan Rathod is a the best cardiologist in Navi mumbai. He is one of the 1st cardiologist in Navi Mumbai and has treated thousands of heart patients. Hence, he is also one of the most respected cardiologist.  He is the go to heart specialist for undergoing angiography, angioplasty, stress test, Eco-cardiography , Pacemaker implantation , Renal artery angioplasty or any treatment for heart ailments.","[""familyMedicine""]","[""Angiography"",""Eco-cardiography"",""Angioplasty"",""Renal artery angioplasty"",""Pacemaker implantation"",""Coronary Angiography"",""Stress Test""]",[],"[""Established in 1988"",""Performs coronary angiography, angioplasty, stress testing, echocardiography, pacemaker implantation, and renal artery angioplasty"",""Cardiology-care facility offering interventional and diagnostic cardiac services""]",null,null,null,null,null,null,19.08151245117180,73.0006484985351
Dr Rathi's Family Dental,"[""+919420201327""]",+919420201327,null,"[""https://www.facebook.com/rathisdental/"",""https://www.facebook.com/547186955659956""]",null,https://www.facebook.com/547186955659956,"Shop No A 7, Premsagar Apartments, Opp Axis Bank",null,Chinchwad,Maharashtra,411019.0,India,IN,dentist,private,Pediatric Dentist,"[""pediatricDentistry""]",null,null,"[""Specializes in pediatric dentistry""]",1.0,true,null,245.0,null,null,18.64744186401360,73.8000259399414
Dr Rathod's Tulsi Memorial Hospital,"[""+919967656592""]",+919967656592,null,"[""https://www.practo.com/thane/doctor/vishal-rathod-orthopedist"",""https://magicpin.in/Thane/Vartak-Nagar/Other/Dr-RathodS-Tulsi-Memorial-Hospital/store/41ab2a/""]",https://www.practo.com/thane/doctor/vishal-rathod-orthopedist,https://www.facebook.com/100311628872044,"112/113, 1st Floor","S-2 Commercial Complex, Vedant Complex",Thane,Maharashtra,400606.0,India,IN,hospital,null,null,"[""internalMedicine""]",[],[],[],4.0,false,true,46.0,null,null,19.20893859863280,72.9612503051757
Dr Raval's Bharati Hospital,"[""+912766221168""]",null,null,"[""https://www.proceed.fit/hospital/Gazal-Hospital-Dr-Marmik-Modi-Dr-Deval-Doshi-Surgical-Centre-And-Dermatologist-In-Patan-PATAN-384265"",""http://bharathcancerhospital.com/Dr.B.S.AJAIKUMAR""]",http://bharathcancerhospital.com/Dr.B.S.AJAIKUMAR,https://www.facebook.com/363628080767575,"Station Rd, Opp. Post Office, Vtc Patan",null,Patan,Gujarat,384265.0,India,IN,hospital,null,null,"[""surgicalOncology"",""internalMedicine""]","[""Offers cancer surgery services""]",null,"[""Located in Patan, Gujarat"",""Dr Jayesh Raval, a cancer surgeon, associated with the hospital"",""Cancer specialization available at Dr Raval's Bharati Hospital""]",3.0,null,null,null,null,null,23.85259437561030,72.1285247802734
